;User-ID;ISBN;Book-Rating
6155;278418;042513525X;5
6158;278418;0425140032;5
6181;278418;0425178102;7
6186;278418;042518630X;7
6349;278418;0440207622;7
6747;278418;0515130389;8
6749;278418;0515131229;8
8980;278535;0061094129;10
8994;278535;0425178765;8
8995;278535;0425182878;9
8998;278535;0440221595;7
9002;278535;0446605484;10
9003;278535;0446610038;10
9004;278535;0446611212;9
9005;278535;0449003787;9
9007;278535;0449219461;8
9008;278535;0553213180;6
9130;278582;0312980140;7
9131;278582;0312983298;3
9132;278582;0312983867;7
9135;278582;0312990456;5
9138;278582;0345350499;10
9144;278582;0425191583;8
9151;278582;0449221512;8
9153;278582;0451202503;10
9161;278582;0671001795;8
9170;278582;1400034779;10
9197;278633;0060987561;10
9198;278633;0140244824;7
9199;278633;014028009X;2
9200;278633;0140296298;7
9202;278633;0142000205;7
9204;278633;0316096199;8
9205;278633;0316666343;9
9206;278633;0316899984;7
9210;278633;0375703063;7
9222;278633;0440226430;9
9223;278633;0440514428;9
9226;278633;0446679593;8
9227;278633;0449907481;6
9228;278633;0451163524;5
9235;278633;0515131083;10
9240;278633;0553278355;8
9246;278633;0671038184;8
9253;278633;0684814994;10
9257;278633;0688170528;8
9258;278633;0743225082;7
9457;278843;0060173289;9
9458;278843;0060517794;7
9463;278843;014028009X;8
9465;278843;0142000205;9
9477;278843;0399146431;9
9480;278843;0440211263;7
9485;278843;0553274503;8
9489;278843;059035342X;8
9495;278843;0679412956;8
9503;278843;0767902890;9
9504;278843;0786881852;8
9955;243;0060915544;10
9956;243;0060977493;7
9962;243;0316601950;9
9966;243;0316776963;9
9967;243;0316899984;7
9976;243;0375400117;10
9989;243;0385720106;7
9994;243;0425163407;9
10001;243;044023722X;7
10005;243;0446364800;9
10009;243;0446606383;6
10012;243;0449006522;6
10035;243;155874262X;5
10036;244;0060977493;7
10037;244;0060987103;8
10038;244;0151008116;9
10040;244;0525947647;9
10041;244;0804111359;8
10042;244;155874262X;6
10043;244;1558744150;6
10071;254;0064471047;7
10084;254;0142001740;9
10186;254;0380789035;10
10190;254;0380973650;9
10202;254;0399146431;9
10208;254;0439064864;9
10209;254;0439064872;9
10210;254;0439136350;9
10211;254;0439136369;9
10212;254;0439139597;9
10243;254;0451167317;8
10251;254;0451524934;9
10253;254;0451526341;8
10279;254;0590353403;9
10284;254;0618002219;9
10285;254;0618002227;8
10290;254;0671021001;7
10305;254;0679781587;8
10306;254;0679879242;8
10484;388;0060976845;3
10485;388;006101351X;6
10492;388;0449002632;7
10495;388;0553569058;10
10503;388;1573225126;5
10505;388;1878424319;7
10801;507;0140230165;7
10803;507;0142001740;10
10847;507;0451184718;9
10856;507;0553564528;7
10859;507;0553575538;7
10860;507;0553576801;7
10862;507;055357695X;7
10867;507;0553583441;7
10868;507;0553583468;7
11077;638;0316603287;9
11078;638;0316666343;10
11079;638;0316693006;10
11080;638;0316693200;9
11081;638;0316769487;10
11082;638;0316776963;10
11083;638;0316779423;10
11084;638;0316779490;9
11085;638;0316789089;10
11086;638;0316969443;10
11087;638;0345339711;10
11093;638;0385420161;9
11096;638;0385504209;10
11097;638;0385505833;10
11104;638;0425184129;9
11106;638;0446523569;10
11107;638;0446525502;9
11108;638;0446525537;9
11109;638;0446527793;10
11110;638;0446531332;10
11119;638;0670892963;7
11120;638;0671042556;9
11123;638;0679442790;10
11128;638;0679746048;7
11137;638;0743406176;10
11152;643;0061092606;8
11169;643;0552137030;8
11174;643;0671894455;7
11175;643;0743222229;8
11196;643;1853260002;2
11220;643;2253063339;10
11550;805;0060256672;10
11551;805;0060928336;7
11556;805;0140077022;10
11561;805;0156027321;9
11564;805;0316777730;7
11569;805;038001503X;10
11573;805;039592720X;9
11574;805;0440215625;8
11575;805;0452282152;8
11577;805;0553268449;8
11580;805;0671003755;8
11582;805;0679732764;10
11590;805;0877733759;10
11722;882;0064401847;10
11740;882;0373218400;5
11741;882;0373484224;7
11746;882;0380018179;10
11752;882;0385504209;10
11757;882;0425179672;10
11764;882;0440235162;10
11783;882;0515135062;6
11785;882;0517556278;8
11792;882;0553250426;10
11799;882;0553280589;10
11805;882;0553572997;10
11811;882;067101420X;4
11818;882;0679429220;9
11820;882;067976402X;10
11821;882;0679781587;10
11827;882;0743457943;5
11969;929;0385314744;7
11974;929;0439404371;8
11977;929;0440224624;6
11982;929;0451169530;6
11987;929;0553234811;6
11990;929;0553296981;10
11994;929;0671617028;8
12093;1025;0060928336;5
12103;1025;0142000663;10
12112;1025;0380012863;8
12114;1025;0394404289;9
12122;1025;0552124753;10
12123;1025;0552996009;9
12124;1025;0552998001;9
12138;1025;068484267X;9
12143;1025;0743225082;8
12149;1025;0749397543;8
12198;1075;0142001740;10
12199;1075;0316666343;7
12200;1075;0375726403;7
12201;1075;0385504209;7
12203;1075;0553377868;9
12204;1075;0609608444;10
12206;1075;0767902521;9
12208;1075;1400034779;5
12264;1129;0064407667;4
12265;1129;014025448X;7
12268;1129;0385472951;6
12269;1129;0385493800;6
12270;1129;0553377876;3
12278;1131;0060934417;8
12279;1131;0060976845;7
12282;1131;0070212570;7
12286;1131;0312243022;8
12287;1131;0312983824;6
12290;1131;0345370805;7
12293;1131;0375703055;7
12296;1131;0385480016;9
12299;1131;0394758285;7
12303;1131;0446672211;7
12304;1131;0446673544;5
12306;1131;0449149676;7
12315;1131;0671004565;6
12317;1131;0671793489;7
12319;1131;0679772677;7
12321;1131;0743418174;7
12728;1424;0060512822;7
12730;1424;0060930535;7
12732;1424;0061015725;8
12735;1424;0061097314;5
12739;1424;0099771519;8
12747;1424;0142001430;7
12749;1424;0151002290;6
12752;1424;0156001314;8
12777;1424;0385720106;7
12804;1424;0671776134;8
12828;1424;0767902521;8
12834;1424;0804106304;6
12866;1435;0060915544;10
12878;1435;0345378490;5
12880;1435;0345387651;5
12896;1435;0399133143;5
12911;1435;0446611239;10
12912;1435;0446672211;8
12916;1435;0451183665;7
12919;1435;0451208765;4
12924;1435;0517149257;10
12935;1435;0671024248;4
12945;1435;068484267X;8
12946;1435;0684848783;5
12957;1435;080410753X;10
12973;1435;0971880107;5
12975;1435;155874262X;10
13084;1548;0312243022;8
13086;1548;034540288X;5
13087;1548;0345425707;8
13093;1548;0425167313;8
13096;1548;0452282152;8
13135;1585;0316182540;7
13137;1585;0345413903;7
13139;1585;0446604658;6
13140;1585;0446611611;6
13141;1585;0449212602;8
13144;1585;0553282476;7
13145;1585;0553299506;7
13147;1585;0684867621;4
13249;1674;0345384466;7
13251;1674;0345416880;7
13253;1674;0375725784;10
13257;1674;038548951X;10
13266;1674;0449912558;5
13270;1674;0553380958;10
13356;1733;0312983824;5
13357;1733;0316089699;5
13360;1733;0345447840;10
13372;1733;0373218400;9
13430;1733;0425181111;7
13454;1733;0515118230;8
13457;1733;051513287X;9
13468;1733;059035342X;10
13496;1733;0971880107;1
13615;1848;0156027321;10
13620;1848;0345342968;10
13622;1848;0345348109;9
13624;1848;0345378482;8
13627;1848;0345417623;8
13630;1848;0345443683;9
13642;1848;0451169530;5
13660;1848;0786868716;10
13662;1848;0812511816;10
13663;1848;0812513738;8
13666;1848;0812550706;8
13751;1903;0316777730;10
13762;1903;0345409469;10
13773;1903;0385722192;2
13813;1903;0679430946;10
13844;1903;0812550706;10
14014;2012;0345353145;8
14020;2012;0449221482;8
14023;2012;0553279912;10
14024;2012;0553348973;5
14028;2012;0670892963;2
14029;2012;0671023616;8
14066;2030;0062502174;10
14073;2030;0140298479;10
14079;2030;0394404289;10
14081;2030;0440108268;10
14083;2030;044020562X;10
14120;2033;0060248025;10
14122;2033;0060256737;10
14133;2033;0140386645;8
14134;2033;0142000663;10
14145;2033;0345337662;5
14155;2033;0439064864;9
14156;2033;0439136350;9
14157;2033;0439139597;9
14158;2033;043935806X;9
14166;2033;0451456718;10
14182;2033;051513628X;6
14192;2033;0553573136;8
14193;2033;0590353403;9
14201;2033;0671524313;6
14224;2033;0765342987;10
14253;2033;0812575717;10
14255;2033;0836204387;10
14257;2033;0836218787;10
14258;2033;0836220889;10
14259;2033;0836221362;10
14300;2033;0920668372;10
14448;2110;0060987529;7
14453;2110;0151008116;5
14462;2110;0345314255;10
14463;2110;0345317580;10
14521;2110;0451137965;9
14526;2110;0515127396;8
14528;2110;0515134384;5
14537;2110;059035342X;10
14563;2110;0671527215;9
14568;2110;0671695304;10
14700;2139;0142004235;8
14701;2139;0385335830;7
14702;2139;0515130389;10
14703;2139;0515135062;10
14704;2139;0553272837;10
14705;2139;0743262174;8
14731;2179;0060392452;9
14736;2179;0312263120;8
14740;2179;0385504209;10
14744;2179;0446532231;9
14747;2179;0451524934;8
14755;2179;0590353403;10
14757;2179;0618002219;9
14767;2179;0886777844;9
14858;2276;0061030643;8
14922;2276;0345404793;9
14925;2276;0345423615;9
14927;2276;0345447867;9
14929;2276;0380002930;9
14944;2276;0385505833;5
14977;2276;0425119653;8
14981;2276;0425172546;9
14983;2276;0425182908;4
14991;2276;0440221471;10
14992;2276;0440236673;10
15039;2276;0446609323;9
15041;2276;0446612790;10
15081;2276;0451204891;9
15133;2276;0553263226;10
15143;2276;0553575538;10
15145;2276;0553576801;8
15146;2276;0553582526;9
15148;2276;0553583468;10
15149;2276;0553584510;9
15158;2276;0671016768;8
15175;2276;0671524313;10
15195;2276;0671660632;5
15253;2276;0805063897;10
15260;2276;0812517725;8
15361;2287;0140077022;5
15363;2287;0375706062;6
15366;2287;0425147622;7
15367;2287;0446360856;6
15368;2287;0451180410;7
15372;2288;0070212570;8
15388;2288;0425115801;10
15389;2288;0425144429;5
15391;2288;0425188809;10
15395;2288;0553210092;5
15397;2288;0553582763;9
15426;2313;0060173289;9
15432;2313;0345348036;9
15433;2313;034545104X;5
15436;2313;0385482388;5
15439;2313;0399141146;3
15440;2313;0399146431;5
15443;2313;0452260116;9
15446;2313;0553278223;7
15498;2337;0060928336;9
15499;2337;0060987561;7
15501;2337;0142001740;8
15502;2337;0312265867;7
15503;2337;0345350499;9
15505;2337;0385505833;7
15506;2337;0440403278;10
15508;2337;0451191145;9
15509;2337;0451191153;8
15510;2337;0671510126;8
16252;2766;0060958022;8
16262;2766;014034294X;9
16286;2766;0316666343;9
16308;2766;0385508417;7
16315;2766;0425178102;5
16322;2766;0440204194;8
16324;2766;0440211263;8
16328;2766;0440219078;8
16329;2766;0440221595;8
16334;2766;0440237688;7
16336;2766;044048474X;7
16340;2766;0446310786;10
16341;2766;0446516538;6
16344;2766;0446611867;7
16347;2766;0449005615;9
16364;2766;0553279912;7
16377;2766;0670030643;8
16399;2766;0679751602;6
16406;2766;0684801221;10
16422;2766;0767902521;8
16480;2766;0971880107;6
16488;2766;1558745718;7
16697;2891;0060928336;6
16714;2891;0142001740;7
16715;2891;0156027321;5
16726;2891;0345404475;7
16729;2891;0374100128;7
16744;2891;0385482388;7
16745;2891;038548951X;8
16746;2891;0385503857;9
16767;2891;0449912558;9
16772;2891;0452260116;8
16785;2891;0553211404;7
16794;2891;0553562967;7
16803;2891;0671003755;7
16811;2891;0679732764;8
16822;2891;0804106304;7
16835;2891;140003065X;9
16836;2891;1400032717;8
16973;2977;0142001430;7
16996;2977;0316569321;7
17005;2977;037570504X;5
17007;2977;0375725784;3
17027;2977;0425130215;9
17046;2977;0449002632;8
17059;2977;0452282152;7
17068;2977;0525945210;6
17089;2977;0671021001;9
17368;3145;0394571029;10
17371;3145;0425182908;7
17375;3145;044021145X;9
17378;3145;0446343455;8
17379;3145;0446359866;9
17385;3145;0446611611;8
17386;3145;044661193X;9
17405;3145;0743469801;9
17411;3145;1573229326;5
17441;3167;0345337662;5
17446;3167;0345370775;9
17447;3167;034540288X;7
17451;3167;0380012863;8
17458;3167;0425181464;8
17459;3167;0440219078;10
17461;3167;0440998050;10
17470;3167;0515090174;7
17481;3167;0671004107;9
17498;3167;080410526X;6
17500;3167;0812550706;10
17724;3331;0425161242;10
17727;3331;0446527785;10
17728;3331;0446613436;9
17729;3331;0449006530;4
17732;3331;067102535X;9
17734;3331;0671868713;9
17754;3346;0064407055;5
17765;3346;0316666343;9
17775;3346;0345413350;8
17777;3346;0380789035;6
17793;3346;0552131067;7
17813;3346;0836204387;9
17817;3346;0836218353;10
17818;3346;0836218620;9
17905;3363;006098824X;10
17912;3363;0064405176;10
17926;3363;0064472795;10
17996;3363;0312171838;10
18017;3363;0316096199;10
18056;3363;0345453387;8
18065;3363;0373250118;7
18066;3363;0373250126;8
18128;3363;0380814021;10
18133;3363;0380973545;10
18169;3363;0385722435;10
18244;3363;044652087X;10
18257;3363;0446672211;10
18333;3363;0553213164;10
18411;3363;0671027344;9
18442;3363;0679751602;8
18775;3371;0070212570;10
18793;3371;0373484003;7
18795;3371;0373484410;5
18806;3371;0425175405;8
18819;3371;0440226430;9
18828;3371;0451169530;10
18832;3371;0515122734;9
18848;3371;0671004573;7
18855;3371;0671705091;7
18864;3371;0743439740;10
18869;3371;0802135196;7
18892;3373;0312291639;8
18894;3373;0312995423;5
18897;3373;0345386132;5
18898;3373;0375727345;7
18900;3373;0380804697;7
18906;3373;039914613X;7
18907;3373;0399149155;8
18911;3373;0425161242;3
18913;3373;0425178951;5
18919;3373;0440236703;5
18923;3373;0449003787;7
18927;3373;0451208811;8
18928;3373;0452264464;10
18932;3373;0671014919;6
18935;3373;0671027360;5
18936;3373;0671027387;5
19215;3556;0385504209;10
19216;3556;0385508042;9
19225;3556;0440439884;10
19227;3556;044651652X;10
19243;3556;0671027360;10
19258;3556;0842329277;10
19537;3719;0345384369;8
19540;3719;0449219410;9
19545;3719;051512608X;7
19546;3719;0515127221;7
19550;3719;0679454446;8
20295;3817;0380018179;8
20296;3817;0385479565;9
20297;3817;0425152251;6
20298;3817;0440206154;7
20299;3817;0440967694;10
20301;3817;0671758896;8
20314;3827;0140132708;10
20315;3827;014029628X;6
20325;3827;0312274920;8
20330;3827;0345337662;7
20331;3827;0345348036;9
20332;3827;0345351525;8
20334;3827;034538475X;8
20336;3827;0345409671;8
20337;3827;0345413350;7
20339;3827;0345423402;7
20382;3827;0553562614;10
20385;3827;0553573861;10
20398;3827;0765342987;10
20403;3827;0804114986;10
20406;3827;0826308791;8
20412;3827;0886777844;7
20600;3917;0156007754;7
20601;3917;031205436X;10
20605;3917;038533348X;7
20607;3917;0394758285;7
20611;3917;0670892963;5
20622;3917;1573226521;7
20624;3917;1573228214;8
20635;3923;0064407667;5
20636;3923;0064407675;5
20653;3923;0380789019;7
20654;3923;0380977788;6
20659;3923;0441304834;6
20673;3923;0767902890;7
20752;4017;006000438X;10
20753;4017;0060175966;9
20755;4017;0060517794;10
20757;4017;0060915544;8
20763;4017;0060929871;9
20764;4017;0060930187;10
20767;4017;0060964049;9
20774;4017;0140042598;10
20777;4017;0140244824;10
20779;4017;014028009X;9
20781;4017;015600710X;10
20782;4017;0156007754;9
20789;4017;0312150601;5
20797;4017;0316096199;10
20801;4017;0316666343;10
20803;4017;0316789844;10
20804;4017;0316899984;5
20811;4017;0345423097;10
20812;4017;0345423291;9
20813;4017;0345424719;10
20814;4017;0345433491;9
20816;4017;0345443284;10
20818;4017;0375406530;10
20819;4017;0375411550;10
20822;4017;0375500510;10
20827;4017;037570504X;10
20828;4017;0375705856;9
20830;4017;0375707972;10
20834;4017;0380005239;10
20839;4017;0380730138;9
20843;4017;0385265700;9
20846;4017;0385318782;8
20847;4017;0385319207;10
20849;4017;038533334X;10
20850;4017;0385486804;10
20851;4017;0385502532;9
20861;4017;0399142789;10
20868;4017;0446310786;10
20869;4017;0446516538;7
20872;4017;0446677450;10
20874;4017;0449911004;8
20876;4017;0452260116;9
20879;4017;0452280621;10
20883;4017;0452282829;10
20893;4017;0670892963;8
20894;4017;0671038184;10
20895;4017;0671510053;10
20904;4017;067976402X;10
20905;4017;0679774025;8
20906;4017;0679781587;9
20908;4017;068484267X;10
20910;4017;068484477X;5
20914;4017;0688177859;7
20921;4017;0743439740;10
20947;4017;1558746161;10
20950;4017;1565122968;10
20955;4017;1573225789;9
21276;4157;0060392452;8
21301;4157;0316779237;10
21312;4157;0380727501;8
21324;4157;0440206154;9
21364;4157;0836221192;7
21459;4221;0373250126;8
21465;4221;0385510438;9
21466;4221;0440131480;6
21467;4221;0440241413;9
21469;4221;0451410947;8
21471;4221;1558743669;9
21579;4334;0060392452;6
21593;4334;0451099648;7
21594;4334;0451137965;8
21596;4334;0451149513;8
21598;4334;0451177096;7
22334;4622;0060175400;10
22341;4622;0140177396;8
22351;4622;034540288X;4
22359;4622;0385336179;10
22387;4622;0767914767;8
22389;4622;0802132952;1
22481;4785;006101351X;5
22485;4785;0140293248;6
22486;4785;0140298479;7
22489;4785;0312291639;9
22496;4785;0380789019;7
22534;4795;0060392452;8
22535;4795;0060930535;10
22537;4795;0151008116;9
22538;4795;031242227X;9
22539;4795;0316666343;9
22540;4795;0375705856;10
22544;4795;0446532231;8
22545;4795;0452282152;9
22547;4795;1558743669;8
22572;4809;0439064864;7
22573;4809;0439136350;9
22574;4809;0439139597;8
22575;4809;0441005489;8
22576;4809;0590353403;8
22771;4938;006101351X;7
22779;4938;0345313860;10
22788;4938;0385492081;7
22791;4938;0425115801;9
22792;4938;042513525X;7
22797;4938;0440220602;8
22800;4938;0441790348;10
22803;4938;0451156609;10
22807;4938;0515095826;8
22808;4938;0515127221;8
22819;4938;0684862719;8
22900;5037;0440211727;10
22901;5037;0440213525;8
22902;5037;0440214041;9
22903;5037;0440221471;10
22904;5037;0440226430;6
22905;5037;0446608955;8
22916;5037;0671729462;3
22917;5037;0671867113;4
22918;5037;0743225406;3
23518;5439;0060928336;8
23519;5439;0060938455;9
23537;5439;0375504613;8
23554;5439;0671001795;8
23566;5439;0805063897;10
23635;5476;0312278586;7
23638;5476;0316096199;4
23639;5476;0316666343;4
23640;5476;0316693235;5
23641;5476;0316780812;10
23642;5476;0316782262;6
23645;5476;034540761X;7
23649;5476;0385504209;10
23651;5476;0425121631;8
23653;5476;0440225701;5
23654;5476;0446530387;7
23655;5476;0446609323;5
23660;5476;0525945210;8
23663;5476;0679439382;1
23666;5476;0688177743;10
23667;5476;0743407083;9
23671;5476;0804108749;8
23815;5539;0061031844;6
23817;5539;0142001740;8
23823;5539;0345339681;10
23824;5539;0345423402;8
23830;5539;0385490445;10
23841;5539;0451206525;9
23842;5539;0451208765;6
23848;5539;0618129022;10
23849;5539;0671027387;10
23855;5539;0743454146;10
23860;5539;0875421180;5
23976;5582;014028009X;10
23977;5582;0140293248;9
23981;5582;0312966970;10
23983;5582;0312976275;10
23987;5582;0345301110;7
23988;5582;0345334531;8
23990;5582;0345409671;10
23992;5582;0345423402;10
23994;5582;0375401598;7
23998;5582;0380789035;9
24007;5582;0380820293;8
24014;5582;0425152251;10
24017;5582;0425178579;10
24018;5582;0425181464;10
24019;5582;0425181685;10
24020;5582;0425183971;10
24021;5582;0440108268;8
24027;5582;0441005748;10
24029;5582;044651652X;7
24034;5582;0451191137;10
24035;5582;0451191145;10
24036;5582;0451191153;10
24045;5582;0515093556;7
24049;5582;0553212451;9
24057;5582;0679454470;7
24058;5582;0679454489;8
24060;5582;0679720200;10
24066;5582;0679785892;9
24090;5582;0874776945;9
24092;5582;0894803204;10
24099;5582;1551668653;8
24101;5582;1558744150;5
24440;5728;0312288115;6
24441;5728;0451163524;8
24442;5728;0451166582;9
24444;5728;0452280621;9
24449;5728;0671026011;6
24450;5728;0743457358;8
24578;5815;0316693200;9
24579;5815;0316693251;10
24583;5815;0385505833;7
24584;5815;0399145923;8
24586;5815;0451203895;5
24588;5815;0679746048;5
24758;5903;0316777722;7
24785;5903;0385503857;9
24789;5903;0385729340;8
24790;5903;0385730586;8
24798;5903;0449212602;9
24827;5903;0743225082;8
24838;5903;076790382X;9
24840;5903;0767905180;8
24841;5903;0767907817;8
25136;6073;0345347536;8
25137;6073;0345404475;9
25138;6073;0345427637;6
25142;6073;0380002930;10
25144;6073;0385474547;9
25146;6073;0440211727;6
25147;6073;0440214041;5
25148;6073;0440226430;6
25165;6073;0553213105;8
25166;6073;0553273914;9
25167;6073;0553380095;8
25170;6073;0671742515;9
25171;6073;0679723161;10
25172;6073;0679735909;10
25174;6073;067976397X;10
25175;6073;0679776818;9
25176;6073;0749397357;9
25177;6073;0767902890;10
25180;6073;0802130208;10
25289;6115;0380718340;10
25290;6115;0385318073;10
25294;6115;0440224764;10
25295;6115;0449221512;10
25300;6115;1400031354;10
25420;6238;0156007754;9
25425;6238;0345361792;8
25426;6238;0345389964;10
25427;6238;0345424719;10
25428;6238;0345449347;7
25429;6238;0375701907;8
25430;6238;0375724370;10
25432;6238;0553377868;10
25434;6238;0679745203;9
25435;6238;0679751521;10
25444;6238;0804115613;9
25453;6242;006000438X;6
25454;6242;0060934417;7
25455;6242;0060935464;7
25456;6242;0060958022;6
25458;6242;0060987103;7
25462;6242;0099387913;8
25471;6242;0140293248;5
25474;6242;0142001430;7
25480;6242;0312099436;5
25483;6242;0312144075;5
25484;6242;0312150601;5
25485;6242;0312195516;7
25488;6242;0312243022;8
25490;6242;0312282990;6
25492;6242;0312291639;5
25498;6242;0345418018;6
25501;6242;0375705198;6
25502;6242;0375705856;5
25503;6242;0375706062;7
25504;6242;0375706410;8
25507;6242;0375707972;8
25509;6242;0375726403;7
25520;6242;038542017X;7
25521;6242;0385475772;7
25525;6242;0385720467;7
25527;6242;0394223802;8
25530;6242;0394281802;3
25531;6242;0394281829;7
25532;6242;039592720X;5
25533;6242;0446670251;5
25534;6242;0446678457;5
25536;6242;0452264464;5
25593;6242;0679724362;6
25596;6242;0679746048;5
25597;6242;0679751521;5
25598;6242;067976402X;8
25603;6242;0684800713;6
25607;6242;068484267X;8
25608;6242;068484477X;8
25616;6242;0749397357;7
25618;6242;0749397543;3
25620;6242;0767903382;7
25638;6242;0771060548;8
25649;6242;0871136791;8
25666;6242;1573225789;7
25667;6242;1573227331;6
25668;6242;1573228214;6
25670;6242;1573229326;6
25715;6251;0060256737;10
25718;6251;0060392452;10
25744;6251;0061009059;7
25777;6251;0140067477;10
25782;6251;014017737X;9
25786;6251;0140257934;8
25791;6251;0140328696;9
25808;6251;015602943X;10
25856;6251;0312952716;8
25861;6251;0312966091;9
25863;6251;0312980140;7
25870;6251;0316569321;8
25893;6251;0345392825;8
25923;6251;0375504613;7
25925;6251;0375725784;4
25927;6251;0375727345;6
25935;6251;0380600129;10
25954;6251;0380789035;7
25959;6251;0380807343;8
25961;6251;0380813815;10
25978;6251;0385484518;7
25987;6251;0394404289;10
25999;6251;039480001X;10
26000;6251;0394820371;10
26040;6251;0439136350;10
26041;6251;0439139597;10
26046;6251;043935806X;9
26052;6251;0440206154;7
26059;6251;0440222656;7
26061;6251;0440224675;6
26080;6251;0440487617;10
26082;6251;0440498058;10
26087;6251;0440998050;10
26088;6251;0441003257;10
26098;6251;0446343455;9
26106;6251;0446532231;10
